video_id,description
436,Camera footage shows a person up a cliff trying to get past a damaged section of the path against a cliff while showing the distance below.
436,A person walks over a plank over a river.
436,A constructed pathway in a rock looks like the old pathway.
436,A person with a camera is walking through the mountain.
436,A person walks in a canyon where there is a huge hole in the way.
436,"A long log at the top of a high stone castle shows the walkway, and then someone proceeds to walk on the log."
436,A mountain is shown with a destructed pathway.
437,"A huge stream of water covers all the sand, and people run out."
437,"Huge, strong waves hit the walls and people on the beach and cover the sands with seawater."
437,A large wave begins to engulf the shoreline of an island.
437,A resort gets flooded by water from the sea.
437,People run from a large wave that crashes into a beach shore.
437,A tsunami sweeps out an entire coastal area.
437,People are running away from a tsunami wave.
437,A very large wave approaches a beach at high speed.
437,A massive wave breaks and covers an entire beach.
437,A tsunami wave approaches the beach at a very fast rate.
437,A tsunami takes away all people who are near the ocean.
437,A tsunami destroys the people standing near the ocean.
437,People on a beach are overrun by a tidal wave.
437,People are running away from a big wave.
437,Fast-motion footage captures a large wave washing over people on a beach.
437,"Very dangerous and big waves come from the sea, and people on the beach are running away from it."
437,A large wave threatens to take out structures on the beach.
437,A tsunami hits the coast of some city.
437,Surface currents in the ocean wash ashore and shower the people in the beach area.
437,A large tidal wave crashes onto the shore of a resort.
438,"A little kitten inside a bucket with water, wearing a hat, falls to its side while swinging."
438,A little kitten is inside a blue bucket with both paws out of the water.
438,A cat is sitting in a small bucket.
438,A small cat is hanging out in a blue bucket.
438,A cat in a bucket removes a cloth from its head.
438,A cute kitty is enjoying a bath in a small bucket.
438,The animal in the bucket realizes that something has fallen from its head.
438,"A kitten is inside a blue bucket with a yellow cloth on its head, which falls off."
438,"A cat is in a bucket, and an object falls from its head."
438,A cloth falls off the head of a kitten sitting in a bucket of water.
438,A kitten is sitting in a blue bucket of water with a yellow towel on its head.
438,A kitten is perched over the edge of a blue plastic bucket filled with water.
438,A small kitten was seen sitting in a small blue bucket.
438,A kitten sits inside a bucket of water with an orange cloth on its head.
438,A kitty is taking a bath in a basin.
438,"A cat is taking a bath in a bucket, and a piece of cloth that he has on his head falls."
438,"A kitten sits in a bucket of water, then watches as its washcloth slides down."
438,A kitten with a cloth on her head finds herself immersed in a bucket of water.
438,A cute kitten sits in a bucket with cleaning materials.
438,A wet cat is inside a bucket with a rag on its head.
439,"Images such as a horse, a man's face, and a monkey flash onto a black screen."
439,Thunder appears and then an animal followed by a smiling human face.
439,"Thunder causes a white and smelly horse to appear, a man's face, and another painting."
439,"A horse flashes with lightning, soon followed by a man's face, and after that, several monkeys."
439,Lightning flashes reveal a horse and several people in short illuminated bursts.
439,Lightning flashes a horse and men from the Middle Ages.
439,Flashing lights reveal old paintings of horses and people.
439,A night scene with lightning lighting up the night and showing a horse and some people.
439,Bolts of lightning illuminate a succession of strange scenes.
439,"A black screen is lit up by lightning which flashes different images, a horse, a man, and monkeys."
439,"Lightning is flashing, illuminating the figures of a man's face and the body of a horse."
439,"A succession of black and white images of lightning, a white horse, a close-up of a man's leering face, a horse's skull from the side, apes, a creature from mythology."
439,"A white horse surrounded by lightning, the head of a man with a beard, the skeleton of a horse's head, fearful monkeys, the head of Medusa Gorgon."
439,"On a dark background with lightning, flashes of images are shown like a horse, a man, and monkeys."
439,"A series of sporadically illuminated images of a horse, a grimacing man, frightened monkeys, and a gasping woman superimposed upon the images of a lightning storm."
439,"In darkness, flashes reveal a horse, a demonic-looking man, some monkeys, and a woman with her mouth open."
439,"A lightning storm shows horses, a smiling man, and a fearful woman."
439,A dark animation that shows animals and people quickly and with lightning in the background.
439,Lightning flashes between the showing of several different paintings.
